"resonator_l [in]","resonator_w [in]","Freq [GHz]","dB(St(wguide_T2,wguide_T1)) []"
2.4,0.06,1.4946,-26.2084201424135
2.4,0.06,1.4948,-26.4938248889715
2.4,0.06,1.495,-26.7761699482961
2.4,0.06,1.4952,-27.0534549378354
2.4,0.06,1.4954,-27.3233428002493
2.4,0.06,1.4956,-27.5831500798111
2.4,0.06,1.4958,-27.8298566335344
2.4,0.06,1.496,-28.0601423935906
2.4,0.06,1.4962,-28.2704585628207
2.4,0.06,1.4964,-28.4571386564422
2.4,0.06,1.4966,-28.6165505349358
2.4,0.06,1.4968,-28.7452838972366
2.4,0.06,1.497,-28.8403593631982
2.4,0.06,1.4972,-28.8994370834739
2.4,0.06,1.4974,-28.9209974087201
2.4,0.06,1.4976,-28.9044661193871
2.4,0.06,1.4978,-28.8502633582994
2.4,0.06,1.498,-28.7597677430252
2.4,0.06,1.4982,-28.6352019288616
2.4,0.06,1.4984,-28.4794588708372
2.4,0.06,1.4986,-28.2958956910534
2.4,0.06,1.4988,-28.0881230327663
2.4,0.06,1.499,-27.8598130624745
2.4,0.06,1.4992,-27.614541339425
2.4,0.06,1.4994,-27.3556693088853
2.4,0.06,1.4996,-27.0862671646527
2.4,0.06,1.4998,-26.8090721722653
2.4,0.06,1.5,-26.5264752471112
2.4,0.06,1.502,-23.7213547445218
2.4,0.06,1.504,-21.3189197916667
2.4,0.06,1.506,-19.3489062765347
2.4,0.06,1.508,-17.7128769981739
2.4,0.06,1.51,-16.3270891796268
2.4,0.06,1.512,-15.1320087092357
2.4,0.06,1.514,-14.0859258529879
2.4,0.06,1.516,-13.1590829274303
2.4,0.06,1.518,-12.3297133657824
2.4,0.06,1.52,-11.5814956299833
2.4,0.06,1.522,-10.9019085767909
2.4,0.06,1.524,-10.2811480607815
2.4,0.06,1.526,-9.71139641290967
2.4,0.06,1.528,-9.18631827103192
2.4,0.06,1.53,-8.7007049345059
2.4,0.06,1.532,-8.25021839877678
2.4,0.06,1.534,-7.83120373409801
2.4,0.06,1.536,-7.44054926116484
2.4,0.06,1.538,-7.07558076730131
2.4,0.06,1.54,-6.73398037229053
2.4,0.06,1.542,-6.41372351638747
2.4,0.06,1.544,-6.11302945732591
2.4,0.06,1.546,-5.83032196555574
2.4,0.06,1.548,-5.56419780808299
2.4,0.06,1.55,-5.31340124458027
2.4,0.06,1.552,-5.07680321024031
2.4,0.06,1.554,-4.85338418547001
2.4,0.06,1.556,-4.64221999059116
2.4,0.06,1.558,-4.44246991962396
2.4,0.06,1.56,-4.25336675861772
2.4,0.06,1.562,-4.07420833309508
2.4,0.06,1.564,-3.90435030459695
2.4,0.06,1.566,-3.74319999419344
2.4,0.06,1.568,-3.59021105558751
2.4,0.06,1.57,-3.44487885530426
2.4,0.06,1.572,-3.30673644479961
2.4,0.06,1.574,-3.17535103089542
2.4,0.06,1.576,-3.05032086807202
2.4,0.06,1.578,-2.93127250981516
2.4,0.06,1.58,-2.81785836717747
2.4,0.06,1.582,-2.70975453155625
2.4,0.06,1.584,-2.60665882585064
2.4,0.06,1.586,-2.50828905399345
2.4,0.06,1.588,-2.41438142362111
2.4,0.06,1.59,-2.32468912056578
2.4,0.06,1.592,-2.23898101709081
2.4,0.06,1.594,-2.15704049847881
2.4,0.06,1.596,-2.07866439482778
2.4,0.06,1.598,-2.00366200679882
2.4,0.06,1.6,-1.93185421566008
2.4,0.06,1.602,-1.86307266934203
2.4,0.06,1.604,-1.79715903740859
2.4,0.06,1.606,-1.73396432889532
2.4,0.06,1.608,-1.67334826790979
2.4,0.06,1.61,-1.6151787227606
2.4,0.06,1.612,-1.55933118521625
2.4,0.06,1.614,-1.5056882973254
2.4,0.06,1.616,-1.45413942409575
2.4,0.06,1.618,-1.40458027127363
2.4,0.06,1.62,-1.35691254854859
2.4,0.06,1.622,-1.31104367979728
2.4,0.06,1.624,-1.26688656357863
2.4,0.06,1.626,-1.22435938912975
2.4,0.06,1.628,-1.18338551577428
2.4,0.06,1.63,-1.14389342720658
2.4,0.06,1.632,-1.10581677692949
2.4,0.06,1.634,-1.06909454774834
2.4,0.06,1.636,-1.03367135745596
2.4,0.06,1.638,-0.999497955872751
2.4,0.06,1.64,-0.966531977014238
2.4,0.06,1.642,-0.934739037062917
2.4,0.06,1.644,-0.904094308212963
2.4,0.06,1.646,-0.874584756896819
2.4,0.06,1.648,-0.846212322824001
2.4,0.06,1.65,-0.818998449523665
2.4,0.06,1.652,-0.792990585415489
2.4,0.06,1.654,-0.76827160331922
2.4,0.06,1.656,-0.744973615260579
2.4,0.06,1.658,-0.723298527430242
2.4,0.06,1.66,-0.703549135920079
2.4,0.06,1.662,-0.686177063737256
2.4,0.06,1.664,-0.671858243482789
2.4,0.06,1.666,-0.661614624571744
2.4,0.06,1.668,-0.657015654704942
2.4,0.06,1.67,-0.660521685787329
2.4,0.06,1.672,-0.67608820874676
2.4,0.06,1.674,-0.710265781890239
2.4,0.06,1.676,-0.774272532586119
2.4,0.06,1.678,-0.888020295756935
2.4,0.06,1.68,-1.08805336505122
2.4,0.06,1.682,-1.44266051810389
2.4,0.06,1.684,-2.0748713809155
2.4,0.06,1.686,-3.15864832841287
2.4,0.06,1.688,-4.67673422589723
2.4,0.06,1.69,-5.67408009544849
2.4,0.06,1.692,-5.12881893233953
2.4,0.06,1.694,-3.99469065443714
2.4,0.06,1.696,-3.07460108655547
2.4,0.06,1.698,-2.44293044706966
2.4,0.06,1.7,-2.01436323602108
2.4,0.06,1.702,-1.71567452640251
2.4,0.06,1.704,-1.50023829410522
2.4,0.06,1.706,-1.33969552738868
2.4,0.06,1.708,-1.21662062917657
2.4,0.06,1.71,-1.12003895626568
2.4,0.06,1.712,-1.0428614028036
2.4,0.06,1.714,-0.980421854353978
2.4,0.06,1.716,-0.929636488280099
2.4,0.06,1.718,-0.888524044648906
2.4,0.06,1.72,-0.855951329341573
2.4,0.06,1.722,-0.831539511219888
2.4,0.06,1.724,-0.815708319772067
2.4,0.06,1.726,-0.809845776668647
2.4,0.06,1.728,-0.816503037520897
2.4,0.06,1.73,-0.839032611742986
2.4,0.06,1.732,-0.87838368703791
2.4,0.06,1.734,-0.92216704369852
2.4,0.06,1.736,-0.932789586320101
2.4,0.06,1.738,-0.88069682300407
2.4,0.06,1.74,-0.793965024847284
2.4,0.06,1.742,-0.713725833794928
2.4,0.06,1.744,-0.653000246103522
2.4,0.06,1.746,-0.609037120373671
2.4,0.06,1.748,-0.57666918338394
2.4,0.06,1.75,-0.551973412494068
2.4,0.06,1.752,-0.53241625510579
2.4,0.06,1.754,-0.516414659785905
2.4,0.06,1.756,-0.502971592838253
2.4,0.06,1.758,-0.491445006886617
2.4,0.06,1.76,-0.481410455436011
2.4,0.06,1.762,-0.472580006575667
2.4,0.06,1.764,-0.46475377455166
2.4,0.06,1.766,-0.457790361841587
2.4,0.06,1.768,-0.451588435071234
2.4,0.06,1.77,-0.446074999565816
2.4,0.06,1.772,-0.441197804131565
2.4,0.06,1.774,-0.436920360568759
2.4,0.06,1.776,-0.433218666766862
2.4,0.06,1.778,-0.430079076707545
2.4,0.06,1.78,-0.427496973831954
2.4,0.06,1.782,-0.425476036152359
2.4,0.06,1.784,-0.424027966211909
2.4,0.06,1.786,-0.423172616257947
2.4,0.06,1.788,-0.422938480677305
2.4,0.06,1.79,-0.423363561407849
2.4,0.06,1.792,-0.424496642967197
2.4,0.06,1.794,-0.426399046169032
2.4,0.06,1.796,-0.429146967613149
2.4,0.06,1.798,-0.432834560315136
2.4,0.06,1.8,-0.437577975479003
2.4,0.06,1.802,-0.44352067500666
2.4,0.06,1.804,-0.450840451585907
2.4,0.06,1.806,-0.45975877744259
2.4,0.06,1.808,-0.47055337417067
2.4,0.06,1.81,-0.483575302151394
2.4,0.06,1.812,-0.499272485854834
2.4,0.06,1.814,-0.518222547025847
2.4,0.06,1.816,-0.541179322282441
2.4,0.06,1.818,-0.56913985358197
2.4,0.06,1.82,-0.60344257971937
2.4,0.06,1.822,-0.645914015140573
2.4,0.06,1.824,-0.699092320960419
2.4,0.06,1.826,-0.766575330918508
2.4,0.06,1.828,-0.853573966607015
2.4,0.06,1.83,-0.967810039054145
2.4,0.06,1.832,-1.12099546706314
2.4,0.06,1.834,-1.33127794736006
2.4,0.06,1.836,-1.6271738431977
2.4,0.06,1.838,-2.05316422345582
2.4,0.06,1.84,-2.67394100306154
2.4,0.06,1.842,-3.55831357547837
2.4,0.06,1.844,-4.66727499866081
2.4,0.06,1.846,-5.53279997523074
2.4,0.06,1.848,-5.33333087089517
2.4,0.06,1.85,-4.24195459782255
2.4,0.06,1.852,-3.10838251446597
2.4,0.06,1.854,-2.26540126343662
2.4,0.06,1.856,-1.69355637025951
2.4,0.06,1.858,-1.30993992737856
2.4,0.06,1.86,-1.04828224584011
2.4,0.06,1.862,-0.865269589543983
2.4,0.06,1.864,-0.73384681605127
2.4,0.06,1.866,-0.637094245434869
2.4,0.06,1.868,-0.564242200078719
2.4,0.06,1.87,-0.508274770327879
2.4,0.06,1.872,-0.464509111321712
2.4,0.06,1.874,-0.42974523856418
2.4,0.06,1.876,-0.40174779649796
2.4,0.06,1.878,-0.378923276674223
2.4,0.06,1.88,-0.360114450031092
2.4,0.06,1.882,-0.34446657853624
2.4,0.06,1.884,-0.331338530867271
2.4,0.06,1.886,-0.320242580342285
2.4,0.06,1.888,-0.310802890973228
2.4,0.06,1.89,-0.302726409891732
2.4,0.06,1.892,-0.295782141515588
2.4,0.06,1.894,-0.289786177669858
2.4,0.06,1.896,-0.284590741161924
2.4,0.06,1.898,-0.28007606778862
2.4,0.06,1.9,-0.276144322442505
2.4,0.06,1.902,-0.272714990999026
2.4,0.06,1.904,-0.269721355298304
2.4,0.06,1.906,-0.2671077716201
2.4,0.06,1.908,-0.264827551262171
2.4,0.06,1.91,-0.262841296590005
2.4,0.06,1.912,-0.261115584704219
2.4,0.06,1.914,-0.259621918633185
2.4,0.06,1.916,-0.258335886035891
2.4,0.06,1.918,-0.257236480060696
2.4,0.06,1.92,-0.256305547808863
2.4,0.06,1.922,-0.25552733988097
2.4,0.06,1.924,-0.254888140500954
2.4,0.06,1.926,-0.254375962255647
2.4,0.06,1.928,-0.253980292943714
2.4,0.06,1.93,-0.253691884675162
2.4,0.06,1.932,-0.253502577403862
2.4,0.06,1.934,-0.253405150659701
2.4,0.06,1.936,-0.253393198483308
2.4,0.06,1.938,-0.253461023537622
2.4,0.06,1.94,-0.253603547136754
2.4,0.06,1.942,-0.253816232541237
2.4,0.06,1.944,-0.254095019353871
2.4,0.06,1.946,-0.254436267239438
2.4,0.06,1.948,-0.254836707504669
2.4,0.06,1.95,-0.255293401328171
2.4,0.06,1.952,-0.255803703635776
2.4,0.06,1.954,-0.25636523178463
2.4,0.06,1.956,-0.256975838356651
2.4,0.06,1.958,-0.257633587475007
2.4,0.06,1.96,-0.258336734150496
2.4,0.06,1.962,-0.25908370624164
2.4,0.06,1.964,-0.259873088676712
2.4,0.06,1.966,-0.26070360963912
2.4,0.06,1.968,-0.261574128462278
2.4,0.06,1.97,-0.262483625017814
2.4,0.06,1.972,-0.263431190412175
2.4,0.06,1.974,-0.264416018833674
2.4,0.06,1.976,-0.265437400414362
2.4,0.06,1.978,-0.266494714990402
2.4,0.06,1.98,-0.26758742666095
2.4,0.06,1.982,-0.268715079059396
2.4,0.06,1.984,-0.26987729126304
2.4,0.06,1.986,-0.27107375427732
2.4,0.06,1.988,-0.272304228039688
2.4,0.06,1.99,-0.273568538896143
2.4,0.06,1.992,-0.274866577509747
2.4,0.06,1.994,-0.276198297166677
2.4,0.06,1.996,-0.277563712450285
2.4,0.06,1.998,-0.27896289825816
2.4,0.06,2,-0.280395989141403
2.9,0.06,0.9,-0.235518328910236
2.9,0.06,0.902,-0.237271589194243
2.9,0.06,0.904,-0.239044275936904
2.9,0.06,0.906,-0.24083669432092
2.9,0.06,0.908,-0.242649156232583
2.9,0.06,0.91,-0.244481980453724
2.9,0.06,0.912,-0.246335492860402
2.9,0.06,0.914,-0.248210026628649
2.9,0.06,0.916,-0.25010592244771
2.9,0.06,0.918,-0.252023528740802
2.9,0.06,0.92,-0.253963201894128
2.9,0.06,0.922,-0.255925306494045
2.9,0.06,0.924,-0.257910215573173
2.9,0.06,0.926,-0.259918310865481
2.9,0.06,0.928,-0.261949983071053
2.9,0.06,0.93,-0.264005632130728
2.9,0.06,0.932,-0.266085667511161
2.9,0.06,0.934,-0.268190508500855
2.9,0.06,0.936,-0.27032058451745
2.9,0.06,0.938,-0.272476335427048
2.9,0.06,0.94,-0.274658211875942
2.9,0.06,0.942,-0.276866675635372
2.9,0.06,0.944,-0.279102199959999
2.9,0.06,0.946,-0.281365269960622
2.9,0.06,0.948,-0.283656382991969
2.9,0.06,0.95,-0.285976049056096
2.9,0.06,0.952,-0.288324791222391
2.9,0.06,0.954,-0.290703146064723
2.9,0.06,0.956,-0.29311166411684
2.9,0.06,0.958,-0.295550910346738
2.9,0.06,0.96,-0.298021464651032
2.9,0.06,0.962,-0.300523922370324
2.9,0.06,0.964,-0.303058894826637
2.9,0.06,0.966,-0.305627009884037
2.9,0.06,0.968,-0.308228912533648
2.9,0.06,0.97,-0.310865265504318
2.9,0.06,0.972,-0.313536749900331
2.9,0.06,0.974,-0.316244065867503
2.9,0.06,0.976,-0.318987933289289
2.9,0.06,0.978,-0.321769092514412
2.9,0.06,0.98,-0.324588305117834
2.9,0.06,0.982,-0.327446354696769
2.9,0.06,0.984,-0.330344047703771
2.9,0.06,0.986,-0.333282214318964
2.9,0.06,0.988,-0.336261709363483
2.9,0.06,0.99,-0.339283413256646
2.9,0.06,0.992,-0.342348233019231
2.9,0.06,0.994,-0.345457103325512
2.9,0.06,0.996,-0.348610987606991
2.9,0.06,0.998,-0.35181087921077
2.9,0.06,1,-0.355057802615784
2.9,0.06,1.002,-0.358352814710469
2.9,0.06,1.004,-0.361697006135406
2.9,0.06,1.006,-0.365091502695064
2.9,0.06,1.008,-0.368537466842734
2.9,0.06,1.01,-0.372036099243303
2.9,0.06,1.012,-0.375588640418669
2.9,0.06,1.014,-0.379196372481043
2.9,0.06,1.016,-0.382860620959761
2.9,0.06,1.018,-0.386582756727576
2.9,0.06,1.02,-0.390364198032964
2.9,0.06,1.022,-0.394206412645332
2.9,0.06,1.024,-0.398110920120615
2.9,0.06,1.026,-0.402079294195414
2.9,0.06,1.028,-0.406113165318247
2.9,0.06,1.03,-0.410214223327373
2.9,0.06,1.032,-0.414384220285145
2.9,0.06,1.034,-0.41862497348002
2.9,0.06,1.036,-0.422938368607861
2.9,0.06,1.038,-0.427326363145273
2.9,0.06,1.04,-0.431790989928917
2.9,0.06,1.042,-0.436334360955608
2.9,0.06,1.044,-0.440958671419454
2.9,0.06,1.046,-0.445666204003673
2.9,0.06,1.048,-0.450459333445996
2.9,0.06,1.05,-0.455340531398698
2.9,0.06,1.052,-0.460312371605419
2.9,0.06,1.054,-0.465377535419711
2.9,0.06,1.056,-0.470538817691763
2.9,0.06,1.058,-0.47579913305265
2.9,0.06,1.06,-0.481161522627736
2.9,0.06,1.062,-0.486629161214261
2.9,0.06,1.064,-0.492205364960885
2.9,0.06,1.066,-0.497893599590837
2.9,0.06,1.068,-0.503697489214328
2.9,0.06,1.07,-0.509620825780127
2.9,0.06,1.072,-0.515667579221128
2.9,0.06,1.074,-0.521841908354231
2.9,0.06,1.076,-0.528148172600777
2.9,0.06,1.078,-0.534590944600597
2.9,0.06,1.08,-0.541175023800079
2.9,0.06,1.082,-0.547905451103099
2.9,0.06,1.084,-0.554787524682903
2.9,0.06,1.086,-0.561826817063482
2.9,0.06,1.088,-0.569029193590613
2.9,0.06,1.09,-0.576400832425767
2.9,0.06,1.092,-0.583948246210939
2.9,0.06,1.094,-0.59167830556869
2.9,0.06,1.096,-0.599598264620407
2.9,0.06,1.098,-0.607715788726909
2.9,0.06,1.1,-0.616038984678658
2.9,0.06,1.102,-0.624576433590238
2.9,0.06,1.104,-0.633337226783446
2.9,0.06,1.106,-0.642331004978065
2.9,0.06,1.108,-0.651568001148235
2.9,0.06,1.11,-0.661059087446712
2.9,0.06,1.112,-0.670815826650062
2.9,0.06,1.114,-0.680850528635327
2.9,0.06,1.116,-0.691176312465041
2.9,0.06,1.118,-0.701807174732999
2.9,0.06,1.12,-0.712758064909984
2.9,0.06,1.122,-0.724044968528904
2.9,0.06,1.124,-0.735684999163361
2.9,0.06,1.126,-0.747696500287063
2.9,0.06,1.128,-0.760099158254923
2.9,0.06,1.13,-0.772914127824921
2.9,0.06,1.132,-0.786164171846733
2.9,0.06,1.134,-0.799873816984309
2.9,0.06,1.136,-0.814069527620326
2.9,0.06,1.138,-0.828779900419609
2.9,0.06,1.14,-0.844035882413646
2.9,0.06,1.142,-0.85987101592135
2.9,0.06,1.144,-0.876321714154595
2.9,0.06,1.146,-0.893427571986811
2.9,0.06,1.148,-0.911231717108915
2.9,0.06,1.15,-0.929781207682331
2.9,0.06,1.1502,-0.931679090577754
2.9,0.06,1.1504,-0.93358499129283
2.9,0.06,1.1506,-0.935498964317749
2.9,0.06,1.1508,-0.937421064642072
2.9,0.06,1.151,-0.939351347760417
2.9,0.06,1.1512,-0.941289869678134
2.9,0.06,1.1514,-0.943236686917138
2.9,0.06,1.1516,-0.945191856521747
2.9,0.06,1.1518,-0.947155436064634
2.9,0.06,1.152,-0.949127483652884
2.9,0.06,1.1522,-0.951108057934032
2.9,0.06,1.1524,-0.953097218102328
2.9,0.06,1.1526,-0.955095023904989
2.9,0.06,1.1528,-0.957101535648521
2.9,0.06,1.153,-0.959116814205186
2.9,0.06,1.1532,-0.961140921019539
2.9,0.06,1.1534,-0.963173918115047
2.9,0.06,1.1536,-0.96521586810078
2.9,0.06,1.1538,-0.96726683417821
2.9,0.06,1.154,-0.969326880148135
2.9,0.06,1.1542,-0.971396070417635
2.9,0.06,1.1544,-0.973474470007141
2.9,0.06,1.1546,-0.975562144557658
2.9,0.06,1.1548,-0.977659160338022
2.9,0.06,1.155,-0.979765584252246
2.9,0.06,1.1552,-0.981881483847056
2.9,0.06,1.1554,-0.984006927319424
2.9,0.06,1.1556,-0.986141983524284
2.9,0.06,1.1558,-0.988286721982313
2.9,0.06,1.156,-0.990441212887837
2.9,0.06,1.1562,-0.992605527116843
2.9,0.06,1.1564,-0.994779736235114
2.9,0.06,1.1566,-0.996963912506415
2.9,0.06,1.1568,-0.99915812890093
2.9,0.06,1.157,-1.00136245910365
2.9,0.06,1.1572,-1.00357697752302
2.9,0.06,1.1574,-1.0058017592996
2.9,0.06,1.1576,-1.00803688031495
2.9,0.06,1.1578,-1.01028241720052
2.9,0.06,1.158,-1.01253844734682
2.9,0.06,1.1582,-1.01480504891253
2.9,0.06,1.1584,-1.01708230083393
2.9,0.06,1.1586,-1.01937028283432
2.9,0.06,1.1588,-1.02166907543369
2.9,0.06,1.159,-1.02397875995838
2.9,0.06,1.1592,-1.02629941855107
2.9,0.06,1.1594,-1.02863113418073
2.9,0.06,1.1596,-1.03097399065283
2.9,0.06,1.1598,-1.03332807261966
2.9,0.06,1.16,-1.03569346559081
2.9,0.06,1.1602,-1.03807025594374
2.9,0.06,1.1604,-1.04045853093464
2.9,0.06,1.1606,-1.04285837870927
2.9,0.06,1.1608,-1.04526988831413
2.9,0.06,1.161,-1.04769314970765
2.9,0.06,1.1612,-1.05012825377167
2.9,0.06,1.1614,-1.05257529232294
2.9,0.06,1.1616,-1.05503435812495
2.9,0.06,1.1618,-1.05750554489985
2.9,0.06,1.162,-1.0599889473405
2.9,0.06,1.1622,-1.06248466112277
2.9,0.06,1.1624,-1.06499278291806
2.9,0.06,1.1626,-1.06751341040585
2.9,0.06,1.1628,-1.07004664228663
2.9,0.06,1.163,-1.07259257829483
2.9,0.06,1.1632,-1.07515131921214
2.9,0.06,1.1634,-1.07772296688085
2.9,0.06,1.1636,-1.08030762421748
2.9,0.06,1.1638,-1.08290539522665
2.9,0.06,1.164,-1.08551638501504
2.9,0.06,1.1642,-1.08814069980569
2.9,0.06,1.1644,-1.09077844695241
2.9,0.06,1.1646,-1.09342973495449
2.9,0.06,1.1648,-1.09609467347157
2.9,0.06,1.165,-1.09877337333877
2.9,0.06,1.1652,-1.10146594658203
2.9,0.06,1.1654,-1.10417250643373
2.9,0.06,1.1656,-1.10689316734849
2.9,0.06,1.1658,-1.10962804501922
2.9,0.06,1.166,-1.11237725639347
2.9,0.06,1.1662,-1.11514091968994
2.9,0.06,1.1664,-1.11791915441536
2.9,0.06,1.1666,-1.12071208138152
2.9,0.06,1.1668,-1.12351982272263
2.9,0.06,1.167,-1.12634250191293
2.9,0.06,1.1672,-1.12918024378455
2.9,0.06,1.1674,-1.1320331745457
2.9,0.06,1.1676,-1.13490142179912
2.9,0.06,1.1678,-1.13778511456076
2.9,0.06,1.168,-1.14068438327886
2.9,0.06,1.1682,-1.14359935985325
2.9,0.06,1.1684,-1.14653017765498
2.9,0.06,1.1686,-1.14947697154624
2.9,0.06,1.1688,-1.15243987790063
2.9,0.06,1.169,-1.15541903462375
2.9,0.06,1.1692,-1.15841458117403
2.9,0.06,1.1694,-1.16142665858402
2.9,0.06,1.1696,-1.16445540948196
2.9,0.06,1.1698,-1.16750097811363
2.9,0.06,1.17,-1.17056351036466
2.9,0.06,1.1702,-1.17364315378312
2.9,0.06,1.1704,-1.17674005760256
2.9,0.06,1.1706,-1.17985437276524
2.9,0.06,1.1708,-1.18298625194599
2.9,0.06,1.171,-1.18613584957621
2.9,0.06,1.1712,-1.18930332186842
2.9,0.06,1.1714,-1.19248882684118
2.9,0.06,1.1716,-1.19569252434434
2.9,0.06,1.1718,-1.19891457608474
2.9,0.06,1.172,-1.20215514565242
2.9,0.06,1.1722,-1.20541439854712
2.9,0.06,1.1724,-1.20869250220528
2.9,0.06,1.1726,-1.21198962602745
2.9,0.06,1.1728,-1.21530594140629
2.9,0.06,1.173,-1.2186416217548
2.9,0.06,1.1732,-1.22199684253517
2.9,0.06,1.1734,-1.22537178128811
2.9,0.06,1.1736,-1.22876661766262
2.9,0.06,1.1738,-1.23218153344622
2.9,0.06,1.174,-1.23561671259582
2.9,0.06,1.1742,-1.23907234126892
2.9,0.06,1.1744,-1.24254860785552
2.9,0.06,1.1746,-1.24604570301041
2.9,0.06,1.1748,-1.24956381968608
2.9,0.06,1.175,-1.25310315316624
2.9,0.06,1.1752,-1.25666390109971
2.9,0.06,1.1754,-1.26024626353516
2.9,0.06,1.1756,-1.26385044295619
2.9,0.06,1.1758,-1.26747664431713
2.9,0.06,1.176,-1.27112507507946
2.9,0.06,1.1762,-1.2747959452488
2.9,0.06,1.1764,-1.27848946741256
2.9,0.06,1.1766,-1.28220585677821
2.9,0.06,1.1768,-1.28594533121228
2.9,0.06,1.177,-1.2897081112799
2.9,0.06,1.1772,-1.29349442028518
2.9,0.06,1.1774,-1.29730448431217
2.9,0.06,1.1776,-1.30113853226657
2.9,0.06,1.1778,-1.30499679591821
2.9,0.06,1.178,-1.30887950994416
2.9,0.06,1.1782,-1.3127869119727
2.9,0.06,1.1784,-1.31671924262802
2.9,0.06,1.1786,-1.32067674557571
2.9,0.06,1.1788,-1.324659667569
2.9,0.06,1.179,-1.3286682584959
2.9,0.06,1.1792,-1.33270277142708
2.9,0.06,1.1794,-1.33676346266473
2.9,0.06,1.1796,-1.34085059179211
2.9,0.06,1.1798,-1.34496442172413
2.9,0.06,1.18,-1.34910521875873
2.9,0.06,1.1802,-1.35327325262929
2.9,0.06,1.1804,-1.35746879655781
2.9,0.06,1.1806,-1.36169212730925
2.9,0.06,1.1808,-1.36594352524664
2.9,0.06,1.181,-1.37022327438736
2.9,0.06,1.1812,-1.37453166246032
2.9,0.06,1.1814,-1.37886898096419
2.9,0.06,1.1816,-1.38323552522676
2.9,0.06,1.1818,-1.3876315944653
2.9,0.06,1.182,-1.39205749184804
2.9,0.06,1.1822,-1.39651352455678
2.9,0.06,1.1824,-1.40100000385068
2.9,0.06,1.1826,-1.40551724513113
2.9,0.06,1.1828,-1.41006556800792
2.9,0.06,1.183,-1.41464529636652
2.9,0.06,1.1832,-1.41925675843674
2.9,0.06,1.1834,-1.42390028686248
2.9,0.06,1.1836,-1.42857621877298
2.9,0.06,1.1838,-1.43328489585521
2.9,0.06,1.184,-1.4380266644277
2.9,0.06,1.1842,-1.44280187551578
2.9,0.06,1.1844,-1.44761088492818
2.9,0.06,1.1846,-1.45245405333501
2.9,0.06,1.1848,-1.45733174634734
2.9,0.06,1.185,-1.46224433459821
2.9,0.06,1.1852,-1.46719219382511
2.9,0.06,1.1854,-1.47217570495416
2.9,0.06,1.1856,-1.47719525418578
2.9,0.06,1.1858,-1.48225123308199
2.9,0.06,1.186,-1.48734403865549
2.9,0.06,1.1862,-1.49247407346029
2.9,0.06,1.1864,-1.49764174568417
2.9,0.06,1.1866,-1.5028474692429
2.9,0.06,1.1868,-1.50809166387628
2.9,0.06,1.187,-1.51337475524599
2.9,0.06,1.1872,-1.51869717503538
2.9,0.06,1.1874,-1.52405936105118
2.9,0.06,1.1876,-1.52946175732723
2.9,0.06,1.1878,-1.53490481423006
2.9,0.06,1.188,-1.54038898856681
2.9,0.06,1.1882,-1.54591474369498
2.9,0.06,1.1884,-1.55148254963458
2.9,0.06,1.1886,-1.55709288318226
2.9,0.06,1.1888,-1.56274622802786
2.9,0.06,1.189,-1.56844307487317
2.9,0.06,1.1892,-1.57418392155312
2.9,0.06,1.1894,-1.57996927315924
2.9,0.06,1.1896,-1.58579964216573
2.9,0.06,1.1898,-1.59167554855798
2.9,0.06,1.19,-1.5975975199636
2.9,0.06,1.1902,-1.60356609178619
2.9,0.06,1.1904,-1.60958180734168
2.9,0.06,1.1906,-1.61564521799754
2.9,0.06,1.1908,-1.62175688331468
2.9,0.06,1.191,-1.62791737119229
2.9,0.06,1.1912,-1.6341272580156
2.9,0.06,1.1914,-1.64038712880664
2.9,0.06,1.1916,-1.64669757737807
2.9,0.06,1.1918,-1.65305920649019
2.9,0.06,1.192,-1.65947262801108
2.9,0.06,1.1922,-1.6659384630801
2.9,0.06,1.1924,-1.67245734227472
2.9,0.06,1.1926,-1.67902990578083
2.9,0.06,1.1928,-1.6856568035665
2.9,0.06,1.193,-1.69233869555941
2.9,0.06,1.1932,-1.69907625182791
2.9,0.06,1.1934,-1.7058701527659
2.9,0.06,1.1936,-1.71272108928152
2.9,0.06,1.1938,-1.7196297629898
2.9,0.06,1.194,-1.72659688640941
2.9,0.06,1.1942,-1.73362318316345
2.9,0.06,1.1944,-1.74070938818451
2.9,0.06,1.1946,-1.7478562479241
2.9,0.06,1.1948,-1.75506452056645
2.9,0.06,1.195,-1.76233497624693
2.9,0.06,1.1952,-1.769668397275
2.9,0.06,1.1954,-1.777065578362
2.9,0.06,1.1956,-1.78452732685384
2.9,0.06,1.1958,-1.79205446296858
2.9,0.06,1.196,-1.79964782003915
2.9,0.06,1.1962,-1.80730824476137
2.9,0.06,1.1964,-1.81503659744719
2.9,0.06,1.1966,-1.82283375228356
2.9,0.06,1.1968,-1.83070059759677
2.9,0.06,1.197,-1.83863803612268
2.9,0.06,1.1972,-1.84664698528269
2.9,0.06,1.1974,-1.85472837746592
2.9,0.06,1.1976,-1.86288316031736
2.9,0.06,1.1978,-1.87111229703255
2.9,0.06,1.198,-1.87941676665865
2.9,0.06,1.1982,-1.88779756440208
2.9,0.06,1.1984,-1.89625570194321
2.9,0.06,1.1986,-1.90479220775769
2.9,0.06,1.1988,-1.91340812744522
2.9,0.06,1.199,-1.92210452406548
2.9,0.06,1.1992,-1.93088247848168
2.9,0.06,1.1994,-1.93974308971162
2.9,0.06,1.1996,-1.94868747528691
2.9,0.06,1.1998,-1.95771677161996
2.9,0.06,1.2,-1.96683213437954
